duration,days_left,is_vistara,is_zero_stops,departure_time_Early_Morning,departure_time_Evening,departure_time_Morning,departure_time_Night,source_city_Chennai,source_city_Delhi,source_city_Hyderabad,source_city_Kolkata,source_city_Mumbai,arrival_time_Early_Morning,arrival_time_Evening,arrival_time_Late_Night,arrival_time_Morning,arrival_time_Night,destination_city_Chennai,destination_city_Delhi,destination_city_Hyderabad,destination_city_Kolkata,destination_city_Mumbai
2.75,25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
14.17,29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
10.67,16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7.67,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
17.33,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7.33,43,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12.0,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
11.42,15,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
17.67,19,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16.58,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
6.58,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12.83,21,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
27.08,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1.42,9,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
25.0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
16.75,37,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2.08,16,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
24.92,9,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
24.33,34,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2.75,29,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
10.42,42,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
13.42,24,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
13.0,36,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2.75,49,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2.67,16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
15.83,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
16.92,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
10.67,34,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
16.0,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
11.25,22,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
12.83,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25.33,45,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
19.75,23,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
7.75,42,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
12.33,43,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
14.08,32,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
27.08,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
7.92,42,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1.42,5,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
24.58,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
17.58,6,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
5.42,10,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13.58,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1.58,25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8.08,44,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
45.83,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.25,25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
8.75,46,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
26.58,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.58,9,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
13.83,11,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5.75,28,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
8.75,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13.33,39,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
14.83,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
18.42,11,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17.92,14,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
16.17,27,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6.17,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
18.42,12,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
15.58,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1.83,21,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
13.5,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
21.25,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9.67,37,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2.33,9,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
5.58,37,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
15.17,42,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10.67,31,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
9.92,21,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12.42,45,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
11.08,16,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13.25,9,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27.5,46,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
7.42,34,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2.08,8,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
17.42,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
24.83,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
15.83,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.67,24,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11.5,43,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
8.33,11,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
16.58,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11.17,49,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
10.33,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
24.0,22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
15.75,23,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
8.0,28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9.17,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
5.67,35,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
11.67,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
15.08,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
13.25,41,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2.17,26,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2.75,43,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
15.75,48,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
8.33,40,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
14.58,29,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
16.25,9,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
2.83,18,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
11.42,29,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12.92,41,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8.83,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12.92,39,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
10.0,41,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14.25,37,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2.0,43,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
25.25,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22.17,43,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12.42,18,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
16.92,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11.83,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13.0,14,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
18.42,30,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12.5,30,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
25.58,37,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12.33,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6.0,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8.0,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5.0,25,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2.25,14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
24.33,16,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
13.25,17,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
18.92,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
13.08,36,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6.25,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
12.08,10,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
10.08,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10.33,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
11.58,19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
26.5,28,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16.5,43,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
11.25,10,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
13.25,19,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
8.08,25,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2.42,42,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
27.25,35,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
26.75,44,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9.83,18,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
19.42,30,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
17.25,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11.83,31,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
15.0,42,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11.92,28,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
25.0,20,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
24.83,5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
24.67,42,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
14.42,13,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
24.92,9,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23.92,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2.25,27,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
13.92,29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
24.92,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9.33,41,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26.25,49,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6.92,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6.67,46,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2.17,42,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
7.67,15,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
19.0,10,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
14.42,42,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
9.08,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2.5,12,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
8.83,40,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9.33,22,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
13.42,27,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2.17,17,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
20.92,24,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6.5,31,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
22.33,21,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
16.08,41,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
28.17,8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
23.25,20,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
7.17,31,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25.42,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
13.08,31,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7.83,49,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
23.58,24,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
17.58,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
9.92,29,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
13.92,13,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
6.67,31,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
16.58,38,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
2.5,13,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
14.92,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
23.5,23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
10.08,43,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9.42,10,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
11.17,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9.17,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1.67,42,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2.42,25,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
14.42,23,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13.92,34,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1.58,37,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
26.25,11,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7.92,20,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12.25,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
17.17,22,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15.92,43,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
15.0,20,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
22.33,15,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6.08,41,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7.17,25,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8.67,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
8.42,12,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
4.92,20,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
21.08,37,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
25.75,13,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
21.17,32,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
23.58,24,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
16.08,40,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6.0,8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
13.5,38,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14.08,14,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
25.42,26,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
10.5,8,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
21.17,34,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
13.0,22,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
13.67,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
10.42,10,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
21.83,42,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
26.42,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
11.67,13,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
11.25,40,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
9.5,12,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
11.0,41,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
24.92,23,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
25.5,48,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
20.5,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
15.08,48,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10.17,33,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12.42,27,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20.17,44,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
8.58,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
14.5,31,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
7.17,20,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9.58,24,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
14.83,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15.58,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
13.08,35,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10.17,44,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
22.25,43,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8.33,14,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7.58,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
21.83,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
21.5,49,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
14.25,27,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
15.08,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
12.17,10,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12.08,26,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9.58,27,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
26.42,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
11.0,27,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12.5,14,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
25.33,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
8.25,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
20.42,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2.42,28,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
24.08,49,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
5.75,19,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13.0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
8.33,40,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
26.75,30,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
16.08,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
18.33,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
14.75,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
13.25,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
12.42,28,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
17.0,45,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
11.42,16,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
26.5,18,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.42,40,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2.25,17,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
12.42,24,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
11.75,28,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
25.83,30,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25.42,40,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
9.58,44,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
10.92,42,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
27.25,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
17.92,40,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
15.08,23,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
14.5,19,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
13.0,38,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
8.5,37,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
12.42,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
